TxnDate,AccountNumber,AccountName,Currency,Debit,Credit
2023-07-31,2500,Long-Term Debt,USD,0.0,1029000000.0
2023-07-31,3000,Common Stock,USD,0.0,2000000000.0
2023-07-31,3100,Retained Earnings,USD,0.0,1526818600.0
2023-08-31,1000,Cash,USD,2311718600.0,0.0
2023-08-31,1100,Trade and Other Receivables,USD,1113000000.0,0.0
2023-08-31,1200,Inventories,USD,790400000.0,0.0
2023-08-31,1300,Prepaid Expenses,USD,96900000.0,0.0
2023-08-31,1350,Other Current Assets,USD,197600000.0,0.0
2023-08-31,1500,Property Plant and Equipment - Gross,USD,3510000000.0,0.0
2023-08-31,1590,Accumulated Depreciation,USD,0.0,1906800000.0
2023-08-31,2000,Accounts Payable,USD,0.0,906400000.0
2023-08-31,2100,Accrued Payroll,USD,0.0,197600000.0
2023-08-31,2150,Deferred Revenue,USD,0.0,307400000.0
2023-08-31,2300,Other Current Liabilities,USD,0.0,145600000.0
2023-08-31,2500,Long-Term Debt,USD,0.0,1029000000.0
2023-08-31,3000,Common Stock,USD,0.0,2000000000.0
2023-08-31,3100,Retained Earnings,USD,0.0,1526818600.0
2023-09-30,1000,Cash,USD,2311718600.0,0.0
2023-09-30,1100,Trade and Other Receivables,USD,1113000000.0,0.0
2023-09-30,1200,Inventories,USD,790400000.0,0.0
2023-09-30,1300,Prepaid Expenses,USD,96900000.0,0.0
2023-09-30,1350,Other Current Assets,USD,197600000.0,0.0
2023-09-30,1500,Property Plant and Equipment - Gross,USD,3510000000.0,0.0
2023-09-30,1590,Accumulated Depreciation,USD,0.0,1906800000.0
2023-09-30,2000,Accounts Payable,USD,0.0,906400000.0
2023-09-30,2100,Accrued Payroll,USD,0.0,197600000.0
2023-09-30,2150,Deferred Revenue,USD,0.0,307400000.0
2023-09-30,2300,Other Current Liabilities,USD,0.0,145600000.0
2023-09-30,2500,Long-Term Debt,USD,0.0,1029000000.0
2023-09-30,3000,Common Stock,USD,0.0,2000000000.0
2023-09-30,3100,Retained Earnings,USD,0.0,1526818600.0
2023-10-31,1000,Cash,USD,2311718600.0,0.0
2023-10-31,1100,Trade and Other Receivables,USD,1113000000.0,0.0
2023-10-31,1200,Inventories,USD,790400000.0,0.0
2023-10-31,1300,Prepaid Expenses,USD,96900000.0,0.0
2023-10-31,1350,Other Current Assets,USD,197600000.0,0.0
2023-10-31,1500,Property Plant and Equipment - Gross,USD,3510000000.0,0.0
2023-10-31,1590,Accumulated Depreciation,USD,0.0,1906800000.0
2023-10-31,2000,Accounts Payable,USD,0.0,906400000.0
2023-10-31,2100,Accrued Payroll,USD,0.0,197600000.0
2023-10-31,2150,Deferred Revenue,USD,0.0,307400000.0
2023-10-31,2300,Other Current Liabilities,USD,0.0,145600000.0
2023-10-31,2500,Long-Term Debt,USD,0.0,1029000000.0
2023-10-31,3000,Common Stock,USD,0.0,2000000000.0
2023-10-31,3100,Retained Earnings,USD,0.0,1526818600.0
2023-11-30,1000,Cash,USD,2311718600.0,0.0
2023-11-30,1100,Trade and Other Receivables,USD,1113000000.0,0.0
2023-11-30,1200,Inventories,USD,790400000.0,0.0
2023-11-30,1300,Prepaid Expenses,USD,96900000.0,0.0
2023-11-30,1350,Other Current Assets,USD,197600000.0,0.0
2023-11-30,1500,Property Plant and Equipment - Gross,USD,3510000000.0,0.0
2023-11-30,1590,Accumulated Depreciation,USD,0.0,1906800000.0
2023-11-30,2000,Accounts Payable,USD,0.0,906400000.0
2023-11-30,2100,Accrued Payroll,USD,0.0,197600000.0
2023-11-30,2150,Deferred Revenue,USD,0.0,307400000.0
2023-11-30,2300,Other Current Liabilities,USD,0.0,145600000.0
2023-11-30,2500,Long-Term Debt,USD,0.0,1029000000.0
2023-11-30,3000,Common Stock,USD,0.0,2000000000.0
2023-11-30,3100,Retained Earnings,USD,0.0,1526818600.0
2023-12-31,1000,Cash,USD,2311718600.0,0.0
2023-12-31,1100,Trade and Other Receivables,USD,1113000000.0,0.0
2023-12-31,1200,Inventories,USD,790400000.0,0.0
2023-12-31,1300,Prepaid Expenses,USD,96900000.0,0.0
2023-12-31,1350,Other Current Assets,USD,197600000.0,0.0
2023-12-31,1500,Property Plant and Equipment - Gross,USD,3510000000.0,0.0
2023-12-31,1590,Accumulated Depreciation,USD,0.0,1906800000.0
2023-12-31,2000,Accounts Payable,USD,0.0,906400000.0
2023-12-31,2100,Accrued Payroll,USD,0.0,197600000.0
2023-12-31,2150,Deferred Revenue,USD,0.0,307400000.0
2023-12-31,2300,Other Current Liabilities,USD,0.0,145600000.0
2023-12-31,2500,Long-Term Debt,USD,0.0,1029000000.0
2023-12-31,3000,Common Stock,USD,0.0,2000000000.0
2023-12-31,3100,Retained Earnings,USD,0.0,1526818600.0
