TxnDate,TransactionID,AccountNumber,AccountName,Debit,Credit,Currency
2020-07-10,TXN-20200710-000118,4001,Revenue,0.0,1453.64,USD
2020-07-10,TXN-20200710-000118,2200,Sales Tax Payable,0.0,119.93,USD
2020-07-10,TXN-20200710-000118,5000,Cost of Goods Sold,813.79,0.0,USD
2020-07-10,TXN-20200710-000118,1200,Inventory,0.0,813.79,USD
2020-07-10,TXN-20200710-000118,1010,Cash,1187.5,0.0,USD
2020-07-10,TXN-20200710-000118,1100,Accounts Receivable,0.0,1187.5,USD
2020-07-10,TXN-20200710-000118,1200,Inventory,1265.89,0.0,USD
2020-07-10,TXN-20200710-000119,1010,Cash,0.0,1265.89,USD
2020-07-11,TXN-20200711-000119,1010,Cash,2598.61,0.0,USD
2020-07-11,TXN-20200711-000119,4001,Revenue,0.0,2400.56,USD
2020-07-11,TXN-20200711-000119,2200,Sales Tax Payable,0.0,198.05,USD
2020-07-11,TXN-20200711-000119,5000,Cost of Goods Sold,1301.29,0.0,USD
2020-07-11,TXN-20200711-000119,1200,Inventory,0.0,1301.29,USD
2020-07-11,TXN-20200711-000119,6500,Office Supplies Expense,455.78,0.0,USD
2020-07-11,TXN-20200711-000119,1010,Cash,0.0,455.78,USD
2020-07-12,TXN-20200712-000119,1010,Cash,873.56,0.0,USD
2020-07-12,TXN-20200712-000119,4010,Service Revenue,0.0,873.56,USD
2020-07-12,TXN-20200712-000120,1100,Accounts Receivable,568.92,0.0,USD
2020-07-12,TXN-20200712-000120,4010,Service Revenue,0.0,568.92,USD
2020-07-13,TXN-20200713-000120,1010,Cash,2206.5,0.0,USD
2020-07-13,TXN-20200713-000120,1100,Accounts Receivable,0.0,2206.5,USD
2020-07-13,TXN-20200713-000120,6600,Marketing Expense,656.12,0.0,USD
2020-07-13,TXN-20200713-000120,1010,Cash,0.0,656.12,USD
2020-07-14,TXN-20200714-000120,1100,Accounts Receivable,604.93,0.0,USD
2020-07-14,TXN-20200714-000120,4001,Revenue,0.0,558.83,USD
2020-07-14,TXN-20200714-000120,2200,Sales Tax Payable,0.0,46.1,USD
2020-07-14,TXN-20200714-000120,5000,Cost of Goods Sold,294.62,0.0,USD
2020-07-14,TXN-20200714-000121,1200,Inventory,0.0,294.62,USD
2020-07-14,TXN-20200714-000121,1010,Cash,2198.31,0.0,USD
2020-07-14,TXN-20200714-000121,1100,Accounts Receivable,0.0,2198.31,USD
2020-07-17,TXN-20200717-000121,1010,Cash,1660.65,0.0,USD
2020-07-17,TXN-20200717-000121,4001,Revenue,0.0,1534.09,USD
2020-07-17,TXN-20200717-000121,2200,Sales Tax Payable,0.0,126.56,USD
2020-07-17,TXN-20200717-000121,5000,Cost of Goods Sold,864.8,0.0,USD
2020-07-17,TXN-20200717-000121,1200,Inventory,0.0,864.8,USD
2020-07-17,TXN-20200717-000121,1010,Cash,3051.99,0.0,USD
2020-07-17,TXN-20200717-000121,4001,Revenue,0.0,2819.39,USD
2020-07-17,TXN-20200717-000122,2200,Sales Tax Payable,0.0,232.6,USD
2020-07-17,TXN-20200717-000122,5000,Cost of Goods Sold,1757.3,0.0,USD
2020-07-17,TXN-20200717-000122,1200,Inventory,0.0,1757.3,USD
2020-07-17,TXN-20200717-000122,1200,Inventory,1669.16,0.0,USD
2020-07-17,TXN-20200717-000122,2000,Accounts Payable,0.0,1669.16,USD
2020-07-17,TXN-20200717-000122,2000,Accounts Payable,2083.28,0.0,USD
2020-07-17,TXN-20200717-000122,1010,Cash,0.0,2083.28,USD
2020-07-18,TXN-20200718-000122,1100,Accounts Receivable,1434.45,0.0,USD
2020-07-18,TXN-20200718-000122,4001,Revenue,0.0,1325.13,USD
2020-07-18,TXN-20200718-000122,2200,Sales Tax Payable,0.0,109.32,USD
2020-07-18,TXN-20200718-000123,5000,Cost of Goods Sold,725.42,0.0,USD
2020-07-18,TXN-20200718-000123,1200,Inventory,0.0,725.42,USD
2020-07-18,TXN-20200718-000123,1010,Cash,1937.73,0.0,USD
2020-07-18,TXN-20200718-000123,1100,Accounts Receivable,0.0,1937.73,USD
2020-07-19,TXN-20200719-000123,1100,Accounts Receivable,955.21,0.0,USD
2020-07-19,TXN-20200719-000123,4001,Revenue,0.0,882.41,USD
2020-07-19,TXN-20200719-000123,2200,Sales Tax Payable,0.0,72.8,USD
2020-07-19,TXN-20200719-000123,5000,Cost of Goods Sold,508.85,0.0,USD
2020-07-19,TXN-20200719-000123,1200,Inventory,0.0,508.85,USD
2020-07-19,TXN-20200719-000123,1010,Cash,550.37,0.0,USD
2020-07-19,TXN-20200719-000124,4010,Service Revenue,0.0,550.37,USD
2020-07-19,TXN-20200719-000124,1010,Cash,1753.52,0.0,USD
2020-07-19,TXN-20200719-000124,4001,Revenue,0.0,1619.88,USD
2020-07-19,TXN-20200719-000124,2200,Sales Tax Payable,0.0,133.64,USD
2020-07-19,TXN-20200719-000124,5000,Cost of Goods Sold,940.93,0.0,USD
2020-07-19,TXN-20200719-000124,1200,Inventory,0.0,940.93,USD
2020-07-20,TXN-20200720-000124,1010,Cash,422.42,0.0,USD
2020-07-20,TXN-20200720-000124,4010,Service Revenue,0.0,422.42,USD
2020-07-20,TXN-20200720-000124,6600,Marketing Expense,638.58,0.0,USD
2020-07-20,TXN-20200720-000124,1010,Cash,0.0,638.58,USD
2020-07-21,TXN-20200721-000125,1010,Cash,1274.39,0.0,USD
2020-07-21,TXN-20200721-000125,4001,Revenue,0.0,1177.27,USD
2020-07-21,TXN-20200721-000125,2200,Sales Tax Payable,0.0,97.12,USD
2020-07-21,TXN-20200721-000125,5000,Cost of Goods Sold,701.43,0.0,USD
2020-07-21,TXN-20200721-000125,1200,Inventory,0.0,701.43,USD
2020-07-21,TXN-20200721-000125,1010,Cash,1275.17,0.0,USD
2020-07-21,TXN-20200721-000125,4001,Revenue,0.0,1177.99,USD
2020-07-21,TXN-20200721-000125,2200,Sales Tax Payable,0.0,97.18,USD
2020-07-21,TXN-20200721-000125,5000,Cost of Goods Sold,731.42,0.0,USD
2020-07-21,TXN-20200721-000125,1200,Inventory,0.0,731.42,USD
2020-07-21,TXN-20200721-000126,1010,Cash,2730.21,0.0,USD
2020-07-21,TXN-20200721-000126,1100,Accounts Receivable,0.0,2730.21,USD
2020-07-24,TXN-20200724-000126,1010,Cash,725.71,0.0,USD
2020-07-24,TXN-20200724-000126,4010,Service Revenue,0.0,725.71,USD
2020-07-24,TXN-20200724-000126,1100,Accounts Receivable,2232.55,0.0,USD
2020-07-24,TXN-20200724-000126,4001,Revenue,0.0,2062.4,USD
2020-07-24,TXN-20200724-000126,2200,Sales Tax Payable,0.0,170.15,USD
2020-07-24,TXN-20200724-000126,5000,Cost of Goods Sold,1244.07,0.0,USD
2020-07-24,TXN-20200724-000126,1200,Inventory,0.0,1244.07,USD
2020-07-24,TXN-20200724-000126,1010,Cash,990.36,0.0,USD
2020-07-24,TXN-20200724-000127,1100,Accounts Receivable,0.0,990.36,USD
2020-07-24,TXN-20200724-000127,1200,Inventory,1703.68,0.0,USD
2020-07-24,TXN-20200724-000127,2000,Accounts Payable,0.0,1703.68,USD
2020-07-25,TXN-20200725-000127,2000,Accounts Payable,1602.04,0.0,USD
2020-07-25,TXN-20200725-000127,1010,Cash,0.0,1602.04,USD
2020-07-26,TXN-20200726-000127,1100,Accounts Receivable,1567.11,0.0,USD
2020-07-26,TXN-20200726-000127,4001,Revenue,0.0,1447.68,USD
2020-07-26,TXN-20200726-000127,2200,Sales Tax Payable,0.0,119.43,USD
2020-07-26,TXN-20200726-000127,5000,Cost of Goods Sold,921.48,0.0,USD
2020-07-26,TXN-20200726-000127,1200,Inventory,0.0,921.48,USD
2020-07-26,TXN-20200726-000128,1010,Cash,1402.21,0.0,USD
2020-07-26,TXN-20200726-000128,4001,Revenue,0.0,1295.34,USD
2020-07-26,TXN-20200726-000128,2200,Sales Tax Payable,0.0,106.87,USD
2020-07-26,TXN-20200726-000128,5000,Cost of Goods Sold,711.31,0.0,USD
2020-07-26,TXN-20200726-000128,1200,Inventory,0.0,711.31,USD
2020-07-26,TXN-20200726-000128,1010,Cash,1636.44,0.0,USD
2020-07-26,TXN-20200726-000128,1100,Accounts Receivable,0.0,1636.44,USD
2020-07-27,TXN-20200727-000128,1200,Inventory,1885.15,0.0,USD
2020-07-27,TXN-20200727-000128,2000,Accounts Payable,0.0,1885.15,USD
2020-07-27,TXN-20200727-000128,6500,Office Supplies Expense,514.36,0.0,USD
2020-07-27,TXN-20200727-000129,1010,Cash,0.0,514.36,USD
2020-07-28,TXN-20200728-000129,2000,Accounts Payable,477.71,0.0,USD
2020-07-28,TXN-20200728-000129,1010,Cash,0.0,477.71,USD
2020-07-28,TXN-20200728-000129,6800,Software Subscriptions Expense,572.39,0.0,USD
2020-07-28,TXN-20200728-000129,1010,Cash,0.0,572.39,USD
2020-07-31,TXN-20200731-000129,1010,Cash,557.88,0.0,USD
2020-07-31,TXN-20200731-000129,4010,Service Revenue,0.0,557.88,USD
2020-07-31,TXN-20200731-000129,1100,Accounts Receivable,1724.83,0.0,USD
2020-07-31,TXN-20200731-000129,4001,Revenue,0.0,1593.38,USD
2020-07-31,TXN-20200731-000129,2200,Sales Tax Payable,0.0,131.45,USD
2020-07-31,TXN-20200731-000130,5000,Cost of Goods Sold,841.59,0.0,USD
2020-07-31,TXN-20200731-000130,1200,Inventory,0.0,841.59,USD
2020-08-01,TXN-20200801-000130,1010,Cash,799.0,0.0,USD
2020-08-01,TXN-20200801-000130,4001,Revenue,0.0,738.11,USD
2020-08-01,TXN-20200801-000130,2200,Sales Tax Payable,0.0,60.89,USD
2020-08-01,TXN-20200801-000130,5000,Cost of Goods Sold,414.88,0.0,USD
2020-08-01,TXN-20200801-000130,1200,Inventory,0.0,414.88,USD
2020-08-01,TXN-20200801-000130,1100,Accounts Receivable,2771.02,0.0,USD
2020-08-01,TXN-20200801-000130,4001,Revenue,0.0,2559.83,USD
2020-08-01,TXN-20200801-000130,2200,Sales Tax Payable,0.0,211.19,USD
2020-08-01,TXN-20200801-000131,5000,Cost of Goods Sold,1345.92,0.0,USD
2020-08-01,TXN-20200801-000131,1200,Inventory,0.0,1345.92,USD
2020-08-01,TXN-20200801-000131,1200,Inventory,2341.54,0.0,USD
2020-08-01,TXN-20200801-000131,2000,Accounts Payable,0.0,2341.54,USD
2020-08-02,TXN-20200802-000131,1010,Cash,1359.73,0.0,USD
2020-08-02,TXN-20200802-000131,4001,Revenue,0.0,1256.1,USD
2020-08-02,TXN-20200802-000131,2200,Sales Tax Payable,0.0,103.63,USD
2020-08-02,TXN-20200802-000131,5000,Cost of Goods Sold,753.67,0.0,USD
2020-08-02,TXN-20200802-000131,1200,Inventory,0.0,753.67,USD
2020-08-02,TXN-20200802-000131,1010,Cash,801.62,0.0,USD
2020-08-02,TXN-20200802-000132,1100,Accounts Receivable,0.0,801.62,USD
2020-08-02,TXN-20200802-000132,6500,Office Supplies Expense,498.67,0.0,USD
2020-08-02,TXN-20200802-000132,1010,Cash,0.0,498.67,USD
2020-08-03,TXN-20200803-000132,1010,Cash,774.85,0.0,USD
2020-08-03,TXN-20200803-000132,4001,Revenue,0.0,715.8,USD
2020-08-03,TXN-20200803-000132,2200,Sales Tax Payable,0.0,59.05,USD
2020-08-03,TXN-20200803-000132,5000,Cost of Goods Sold,447.86,0.0,USD
2020-08-03,TXN-20200803-000132,1200,Inventory,0.0,447.86,USD
2020-08-04,TXN-20200804-000132,1010,Cash,913.68,0.0,USD
2020-08-04,TXN-20200804-000132,4001,Revenue,0.0,844.05,USD
2020-08-04,TXN-20200804-000133,2200,Sales Tax Payable,0.0,69.63,USD
2020-08-04,TXN-20200804-000133,5000,Cost of Goods Sold,440.92,0.0,USD
2020-08-04,TXN-20200804-000133,1200,Inventory,0.0,440.92,USD
2020-08-04,TXN-20200804-000133,1010,Cash,522.38,0.0,USD
2020-08-04,TXN-20200804-000133,4010,Service Revenue,0.0,522.38,USD
2020-08-07,TXN-20200807-000133,1100,Accounts Receivable,643.7,0.0,USD
2020-08-07,TXN-20200807-000133,4010,Service Revenue,0.0,643.7,USD
2020-08-07,TXN-20200807-000133,1100,Accounts Receivable,1876.06,0.0,USD
2020-08-07,TXN-20200807-000133,4001,Revenue,0.0,1733.08,USD
2020-08-07,TXN-20200807-000133,2200,Sales Tax Payable,0.0,142.98,USD
2020-08-07,TXN-20200807-000134,5000,Cost of Goods Sold,1001.01,0.0,USD
2020-08-07,TXN-20200807-000134,1200,Inventory,0.0,1001.01,USD
2020-08-07,TXN-20200807-000134,6800,Software Subscriptions Expense,652.27,0.0,USD
2020-08-07,TXN-20200807-000134,1010,Cash,0.0,652.27,USD
2020-08-08,TXN-20200808-000134,1010,Cash,2544.87,0.0,USD
2020-08-08,TXN-20200808-000134,4010,Service Revenue,0.0,2544.87,USD
2020-08-08,TXN-20200808-000134,1010,Cash,1043.16,0.0,USD
2020-08-08,TXN-20200808-000134,1100,Accounts Receivable,0.0,1043.16,USD
2020-08-08,TXN-20200808-000134,1200,Inventory,1230.96,0.0,USD
2020-08-08,TXN-20200808-000134,2000,Accounts Payable,0.0,1230.96,USD
2020-08-09,TXN-20200809-000135,1010,Cash,559.06,0.0,USD
2020-08-09,TXN-20200809-000135,4010,Service Revenue,0.0,559.06,USD
2020-08-09,TXN-20200809-000135,1010,Cash,1992.66,0.0,USD
2020-08-09,TXN-20200809-000135,4001,Revenue,0.0,1840.79,USD
2020-08-09,TXN-20200809-000135,2200,Sales Tax Payable,0.0,151.87,USD
2020-08-09,TXN-20200809-000135,5000,Cost of Goods Sold,1058.93,0.0,USD
2020-08-09,TXN-20200809-000135,1200,Inventory,0.0,1058.93,USD
2020-08-09,TXN-20200809-000135,1200,Inventory,868.12,0.0,USD
2020-08-09,TXN-20200809-000135,2000,Accounts Payable,0.0,868.12,USD
2020-08-09,TXN-20200809-000135,2000,Accounts Payable,344.19,0.0,USD
2020-08-09,TXN-20200809-000136,1010,Cash,0.0,344.19,USD
2020-08-10,TXN-20200810-000136,1100,Accounts Receivable,976.25,0.0,USD
2020-08-10,TXN-20200810-000136,4010,Service Revenue,0.0,976.25,USD
2020-08-10,TXN-20200810-000136,1010,Cash,2672.83,0.0,USD
2020-08-10,TXN-20200810-000136,1100,Accounts Receivable,0.0,2672.83,USD
2020-08-10,TXN-20200810-000136,2000,Accounts Payable,1354.91,0.0,USD
2020-08-10,TXN-20200810-000136,1010,Cash,0.0,1354.91,USD
2020-08-11,TXN-20200811-000136,1010,Cash,3492.9,0.0,USD
2020-08-11,TXN-20200811-000136,4001,Revenue,0.0,3226.7,USD
2020-08-11,TXN-20200811-000136,2200,Sales Tax Payable,0.0,266.2,USD
2020-08-11,TXN-20200811-000137,5000,Cost of Goods Sold,2043.7,0.0,USD
2020-08-11,TXN-20200811-000137,1200,Inventory,0.0,2043.7,USD
2020-08-14,TXN-20200814-000137,1010,Cash,973.11,0.0,USD
2020-08-14,TXN-20200814-000137,4001,Revenue,0.0,898.95,USD
2020-08-14,TXN-20200814-000137,2200,Sales Tax Payable,0.0,74.16,USD
2020-08-14,TXN-20200814-000137,5000,Cost of Goods Sold,510.22,0.0,USD
2020-08-14,TXN-20200814-000137,1200,Inventory,0.0,510.22,USD
2020-08-14,TXN-20200814-000137,1200,Inventory,660.82,0.0,USD
2020-08-14,TXN-20200814-000137,2000,Accounts Payable,0.0,660.82,USD
2020-08-15,TXN-20200815-000137,1010,Cash,903.89,0.0,USD
2020-08-15,TXN-20200815-000138,4010,Service Revenue,0.0,903.89,USD
2020-08-15,TXN-20200815-000138,1010,Cash,911.29,0.0,USD
2020-08-15,TXN-20200815-000138,4001,Revenue,0.0,841.84,USD
2020-08-15,TXN-20200815-000138,2200,Sales Tax Payable,0.0,69.45,USD
2020-08-15,TXN-20200815-000138,5000,Cost of Goods Sold,490.03,0.0,USD
2020-08-15,TXN-20200815-000138,1200,Inventory,0.0,490.03,USD
2020-08-15,TXN-20200815-000138,1200,Inventory,1177.53,0.0,USD
2020-08-15,TXN-20200815-000138,2000,Accounts Payable,0.0,1177.53,USD
2020-08-15,TXN-20200815-000138,2000,Accounts Payable,1124.48,0.0,USD
2020-08-15,TXN-20200815-000138,1010,Cash,0.0,1124.48,USD
2020-08-16,TXN-20200816-000139,1010,Cash,1787.46,0.0,USD
2020-08-16,TXN-20200816-000139,4001,Revenue,0.0,1651.23,USD
2020-08-16,TXN-20200816-000139,2200,Sales Tax Payable,0.0,136.23,USD
2020-08-16,TXN-20200816-000139,5000,Cost of Goods Sold,921.47,0.0,USD
2020-08-16,TXN-20200816-000139,1200,Inventory,0.0,921.47,USD
2020-08-16,TXN-20200816-000139,1200,Inventory,2093.28,0.0,USD
2020-08-16,TXN-20200816-000139,2000,Accounts Payable,0.0,2093.28,USD
2020-08-16,TXN-20200816-000139,6500,Office Supplies Expense,331.38,0.0,USD
2020-08-16,TXN-20200816-000139,1010,Cash,0.0,331.38,USD
2020-08-17,TXN-20200817-000139,1100,Accounts Receivable,1698.64,0.0,USD
2020-08-17,TXN-20200817-000140,4001,Revenue,0.0,1569.18,USD
2020-08-17,TXN-20200817-000140,2200,Sales Tax Payable,0.0,129.46,USD
2020-08-17,TXN-20200817-000140,5000,Cost of Goods Sold,966.43,0.0,USD
2020-08-17,TXN-20200817-000140,1200,Inventory,0.0,966.43,USD
2020-08-18,TXN-20200818-000140,1200,Inventory,1179.66,0.0,USD
2020-08-18,TXN-20200818-000140,1010,Cash,0.0,1179.66,USD
2020-08-21,TXN-20200821-000140,1100,Accounts Receivable,1924.43,0.0,USD
2020-08-21,TXN-20200821-000140,4001,Revenue,0.0,1777.76,USD
2020-08-21,TXN-20200821-000140,2200,Sales Tax Payable,0.0,146.67,USD
2020-08-21,TXN-20200821-000140,5000,Cost of Goods Sold,1088.54,0.0,USD
2020-08-21,TXN-20200821-000141,1200,Inventory,0.0,1088.54,USD
2020-08-21,TXN-20200821-000141,1010,Cash,769.96,0.0,USD
2020-08-21,TXN-20200821-000141,1100,Accounts Receivable,0.0,769.96,USD
2020-08-21,TXN-20200821-000141,1200,Inventory,949.94,0.0,USD
2020-08-21,TXN-20200821-000141,2000,Accounts Payable,0.0,949.94,USD
2020-08-22,TXN-20200822-000141,1010,Cash,576.78,0.0,USD
2020-08-22,TXN-20200822-000141,4010,Service Revenue,0.0,576.78,USD
2020-08-22,TXN-20200822-000141,1010,Cash,1290.51,0.0,USD
2020-08-22,TXN-20200822-000141,1100,Accounts Receivable,0.0,1290.51,USD
2020-08-22,TXN-20200822-000141,1200,Inventory,516.96,0.0,USD
2020-08-22,TXN-20200822-000142,2000,Accounts Payable,0.0,516.96,USD
2020-08-23,TXN-20200823-000142,1010,Cash,1275.27,0.0,USD
2020-08-23,TXN-20200823-000142,4001,Revenue,0.0,1178.08,USD
2020-08-23,TXN-20200823-000142,2200,Sales Tax Payable,0.0,97.19,USD
2020-08-23,TXN-20200823-000142,5000,Cost of Goods Sold,633.85,0.0,USD
2020-08-23,TXN-20200823-000142,1200,Inventory,0.0,633.85,USD
2020-08-23,TXN-20200823-000142,1010,Cash,598.99,0.0,USD
2020-08-23,TXN-20200823-000142,1100,Accounts Receivable,0.0,598.99,USD
2020-08-24,TXN-20200824-000142,1100,Accounts Receivable,784.51,0.0,USD
2020-08-24,TXN-20200824-000142,4001,Revenue,0.0,724.72,USD
2020-08-24,TXN-20200824-000143,2200,Sales Tax Payable,0.0,59.79,USD
2020-08-24,TXN-20200824-000143,5000,Cost of Goods Sold,440.41,0.0,USD
2020-08-24,TXN-20200824-000143,1200,Inventory,0.0,440.41,USD
2020-08-24,TXN-20200824-000143,1010,Cash,882.93,0.0,USD
2020-08-24,TXN-20200824-000143,4010,Service Revenue,0.0,882.93,USD
2020-08-24,TXN-20200824-000143,2000,Accounts Payable,851.95,0.0,USD
2020-08-24,TXN-20200824-000143,1010,Cash,0.0,851.95,USD
2020-08-25,TXN-20200825-000143,1010,Cash,1269.86,0.0,USD
2020-08-25,TXN-20200825-000143,4001,Revenue,0.0,1173.08,USD
2020-08-25,TXN-20200825-000143,2200,Sales Tax Payable,0.0,96.78,USD
2020-08-25,TXN-20200825-000144,5000,Cost of Goods Sold,724.31,0.0,USD
2020-08-25,TXN-20200825-000144,1200,Inventory,0.0,724.31,USD
2020-08-25,TXN-20200825-000144,1010,Cash,2727.32,0.0,USD
2020-08-25,TXN-20200825-000144,4001,Revenue,0.0,2519.46,USD
2020-08-25,TXN-20200825-000144,2200,Sales Tax Payable,0.0,207.86,USD
2020-08-25,TXN-20200825-000144,5000,Cost of Goods Sold,1475.05,0.0,USD
2020-08-25,TXN-20200825-000144,1200,Inventory,0.0,1475.05,USD
2020-08-25,TXN-20200825-000144,1200,Inventory,874.77,0.0,USD
2020-08-25,TXN-20200825-000144,1010,Cash,0.0,874.77,USD
2020-08-25,TXN-20200825-000144,2000,Accounts Payable,651.95,0.0,USD
2020-08-25,TXN-20200825-000145,1010,Cash,0.0,651.95,USD
2020-08-28,TXN-20200828-000145,1100,Accounts Receivable,2695.13,0.0,USD
2020-08-28,TXN-20200828-000145,4001,Revenue,0.0,2489.73,USD
2020-08-28,TXN-20200828-000145,2200,Sales Tax Payable,0.0,205.4,USD
2020-08-28,TXN-20200828-000145,5000,Cost of Goods Sold,1506.11,0.0,USD
2020-08-28,TXN-20200828-000145,1200,Inventory,0.0,1506.11,USD
2020-08-28,TXN-20200828-000145,1010,Cash,1614.74,0.0,USD
2020-08-28,TXN-20200828-000145,4001,Revenue,0.0,1491.68,USD
2020-08-28,TXN-20200828-000145,2200,Sales Tax Payable,0.0,123.06,USD
2020-08-28,TXN-20200828-000145,5000,Cost of Goods Sold,815.52,0.0,USD
2020-08-28,TXN-20200828-000146,1200,Inventory,0.0,815.52,USD
2020-08-28,TXN-20200828-000146,1200,Inventory,2556.09,0.0,USD
2020-08-28,TXN-20200828-000146,2000,Accounts Payable,0.0,2556.09,USD
2020-08-29,TXN-20200829-000146,1010,Cash,1157.44,0.0,USD
2020-08-29,TXN-20200829-000146,4001,Revenue,0.0,1069.23,USD
2020-08-29,TXN-20200829-000146,2200,Sales Tax Payable,0.0,88.21,USD
2020-08-29,TXN-20200829-000146,5000,Cost of Goods Sold,586.05,0.0,USD
2020-08-29,TXN-20200829-000146,1200,Inventory,0.0,586.05,USD
2020-08-29,TXN-20200829-000146,1010,Cash,1047.86,0.0,USD
2020-08-29,TXN-20200829-000146,1100,Accounts Receivable,0.0,1047.86,USD
2020-08-30,TXN-20200830-000147,1100,Accounts Receivable,1995.7,0.0,USD
2020-08-30,TXN-20200830-000147,4001,Revenue,0.0,1843.6,USD
2020-08-30,TXN-20200830-000147,2200,Sales Tax Payable,0.0,152.1,USD
2020-08-30,TXN-20200830-000147,5000,Cost of Goods Sold,1071.7,0.0,USD
2020-08-30,TXN-20200830-000147,1200,Inventory,0.0,1071.7,USD
2020-08-30,TXN-20200830-000147,2000,Accounts Payable,578.38,0.0,USD
2020-08-30,TXN-20200830-000147,1010,Cash,0.0,578.38,USD
2020-08-31,TXN-20200831-000147,1010,Cash,956.48,0.0,USD
2020-08-31,TXN-20200831-000147,4001,Revenue,0.0,883.58,USD
2020-08-31,TXN-20200831-000147,2200,Sales Tax Payable,0.0,72.9,USD
2020-08-31,TXN-20200831-000148,5000,Cost of Goods Sold,542.74,0.0,USD
2020-08-31,TXN-20200831-000148,1200,Inventory,0.0,542.74,USD
2020-08-31,TXN-20200831-000148,1010,Cash,864.81,0.0,USD
2020-08-31,TXN-20200831-000148,4001,Revenue,0.0,798.9,USD
2020-08-31,TXN-20200831-000148,2200,Sales Tax Payable,0.0,65.91,USD
2020-08-31,TXN-20200831-000148,5000,Cost of Goods Sold,461.12,0.0,USD
2020-08-31,TXN-20200831-000148,1200,Inventory,0.0,461.12,USD
2020-09-01,TXN-20200901-000148,1100,Accounts Receivable,696.18,0.0,USD
2020-09-01,TXN-20200901-000148,4010,Service Revenue,0.0,696.18,USD
2020-09-01,TXN-20200901-000148,1200,Inventory,521.43,0.0,USD
2020-09-01,TXN-20200901-000149,2000,Accounts Payable,0.0,521.43,USD
2020-09-04,TXN-20200904-000149,1010,Cash,1222.59,0.0,USD
2020-09-04,TXN-20200904-000149,4001,Revenue,0.0,1129.41,USD
2020-09-04,TXN-20200904-000149,2200,Sales Tax Payable,0.0,93.18,USD
2020-09-04,TXN-20200904-000149,5000,Cost of Goods Sold,616.05,0.0,USD
2020-09-04,TXN-20200904-000149,1200,Inventory,0.0,616.05,USD
2020-09-04,TXN-20200904-000149,1100,Accounts Receivable,530.4,0.0,USD
2020-09-04,TXN-20200904-000149,4010,Service Revenue,0.0,530.4,USD
2020-09-05,TXN-20200905-000149,1100,Accounts Receivable,2070.36,0.0,USD
2020-09-05,TXN-20200905-000149,4001,Revenue,0.0,1912.57,USD
2020-09-05,TXN-20200905-000150,2200,Sales Tax Payable,0.0,157.79,USD
2020-09-05,TXN-20200905-000150,5000,Cost of Goods Sold,1127.16,0.0,USD
2020-09-05,TXN-20200905-000150,1200,Inventory,0.0,1127.16,USD
2020-09-05,TXN-20200905-000150,1010,Cash,999.96,0.0,USD
2020-09-05,TXN-20200905-000150,1100,Accounts Receivable,0.0,999.96,USD
2020-09-05,TXN-20200905-000150,1200,Inventory,1418.58,0.0,USD
2020-09-05,TXN-20200905-000150,2000,Accounts Payable,0.0,1418.58,USD
2020-09-06,TXN-20200906-000150,1010,Cash,2171.66,0.0,USD
2020-09-06,TXN-20200906-000150,4001,Revenue,0.0,2006.15,USD
2020-09-06,TXN-20200906-000150,2200,Sales Tax Payable,0.0,165.51,USD
2020-09-06,TXN-20200906-000151,5000,Cost of Goods Sold,1155.91,0.0,USD
2020-09-06,TXN-20200906-000151,1200,Inventory,0.0,1155.91,USD
2020-09-06,TXN-20200906-000151,2000,Accounts Payable,648.59,0.0,USD
2020-09-06,TXN-20200906-000151,1010,Cash,0.0,648.59,USD
2020-09-07,TXN-20200907-000151,1100,Accounts Receivable,1003.25,0.0,USD
2020-09-07,TXN-20200907-000151,4010,Service Revenue,0.0,1003.25,USD
2020-09-07,TXN-20200907-000151,1010,Cash,3475.24,0.0,USD
2020-09-07,TXN-20200907-000151,1100,Accounts Receivable,0.0,3475.24,USD
2020-09-08,TXN-20200908-000151,1100,Accounts Receivable,1846.11,0.0,USD
2020-09-08,TXN-20200908-000151,4001,Revenue,0.0,1705.41,USD
2020-09-08,TXN-20200908-000152,2200,Sales Tax Payable,0.0,140.7,USD
2020-09-08,TXN-20200908-000152,5000,Cost of Goods Sold,1048.71,0.0,USD
2020-09-08,TXN-20200908-000152,1200,Inventory,0.0,1048.71,USD
2020-09-08,TXN-20200908-000152,1010,Cash,1038.79,0.0,USD
2020-09-08,TXN-20200908-000152,1100,Accounts Receivable,0.0,1038.79,USD
2020-09-08,TXN-20200908-000152,6600,Marketing Expense,567.75,0.0,USD
2020-09-08,TXN-20200908-000152,1010,Cash,0.0,567.75,USD
2020-09-11,TXN-20200911-000152,1010,Cash,712.95,0.0,USD
2020-09-11,TXN-20200911-000152,4010,Service Revenue,0.0,712.95,USD
2020-09-11,TXN-20200911-000152,1010,Cash,474.38,0.0,USD
2020-09-11,TXN-20200911-000153,4010,Service Revenue,0.0,474.38,USD
2020-09-11,TXN-20200911-000153,1010,Cash,631.32,0.0,USD
2020-09-11,TXN-20200911-000153,1100,Accounts Receivable,0.0,631.32,USD
2020-09-11,TXN-20200911-000153,2000,Accounts Payable,2662.99,0.0,USD
2020-09-11,TXN-20200911-000153,1010,Cash,0.0,2662.99,USD
2020-09-11,TXN-20200911-000153,6500,Office Supplies Expense,186.83,0.0,USD
2020-09-11,TXN-20200911-000153,1010,Cash,0.0,186.83,USD
